Brand Name,Model,Device Type,Supported Releases,_
"Broadcom","NetXtreme E-Series Quad-port 25Gb Ethernet LOM Ethernet Partition","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","SAS3508 Fusion-MPT Tri-Mode RAID On Chip (ROC)","SAS","ESXi 9.1"," "
"Broadcom","MegaRAID 9760W-32i Tri-Mode Storage Adapter","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 2x200G PCIe Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","eHBA 9600-24i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","NetXtreme BCM5727 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","Fusion-MPT 12G SAS/PCIe SAS38xx","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 2x200G PCIe Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Dual-port 100Gb OCP 3.0 RDMA Virtual Function","Network","ESXi 9.1"," "
"Broadcom","NetXtreme BCM5718 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","eHBA 9700W-32i 24G SAS/PCIe Storage Adapter","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 1x400G QSFP-DD PCIe Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-Port 25Gb Ethernet Network Daughter Card","Network","ESXi 9.1"," "
"Broadcom","Fusion-MPT 12G SAS/PCIe Secure SAS38xx","SAS","ESXi 9.1"," "
"Broadcom","MegaRAID SAS 9460-8i","SAS/SATA-RAID","ESXi 9.1"," "
"Broadcom","SAS3616 Fusion-MPT Tri-Mode I/O Controller Chip (IOC)","SAS","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608  2x200G OCP Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","BCM57317 NetXtreme-C 25Gb RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","MegaRaid 9560-8i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 PCIe Ethernet Virtual Function","Network","ESXi 9.1"," "
"Broadcom","SAS 9400-16i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","MegaRAID SAS 9450-8i","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57314 NetXtreme-C Ethernet Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme BCM5719 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","MegaRAID SAS 9460-8i /w JBOD Mode","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","NetXtreme-E-Series Dual-port 100Gb Ethernet PCIe Adapter","Network","ESXi 9.1"," "
"Broadcom","Megaraid 9540-16i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","MegaRAID 9620-16i","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57502","Network","ESXi 9.1"," "
"Broadcom","BCM57311 NetXtreme-C 10Gb RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Dual-port 100Gb OCP 3.0 RDMA Partition","Network","ESXi 9.1"," "
"Broadcom","NetXtreme BCM5717 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb Ethernet LOM RDMA Virtual Function","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E NGM2100D BCM57508 2x100G KR Mezz RDMA Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme BCM57766 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 OCP 3.0 Ethernet Virtual Function","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E NGM2100D BCM57508 2x100G KR Mezz Ethernet Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme-E N425DE BCM57504 4x25G SFP28 OCP3.0 RDMA Partition","Network","ESXi 9.1"," "
"Broadcom","BCM57416","Network","ESXi 9.1"," "
"Broadcom","BCM57454 NetXtreme-E RDMA Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme-C RDMA Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57416","Network","ESXi 9.1"," "
"Broadcom","BCM57416","Network","ESXi 9.1"," "
"Broadcom","SAS 9400-8i8e","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57414 NetXtreme-E Ethernet Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57412 Broadcom NetXtreme-E Partition","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme E-Series Dual-port 100Gb OCP 3.0 Ethernet Adapter","Network","ESXi 9.1"," "
"Broadcom","BCM57416","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 OCP 3.0 RDMA Partition","Network","ESXi 9.1"," "
"Broadcom","MegaRAID 9520-2M2","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57414 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57406","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 4x25G OCP Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","BCM57417 BCM57417 NetXtreme-E 10Gb/25Gb RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","Megaraid SAS 9460-16i /w JBOD Mode","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57417","Network","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 2x100G OCP Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","BCM57302","Network","ESXi 9.1"," "
"Broadcom","BCM57417 NetXtreme-E Ethernet Partition","Network","ESXi 9.1","Restricted"
"Broadcom","Megaraid 9580-8i8e","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57416 NetXtreme-E RDMA Partition","Network","ESXi 9.1","Restricted"
"Broadcom","Fusion-MPT 12G SAS/PCIe Secure SAS39xx","SAS","ESXi 9.1"," "
"Broadcom","BCM57416","Network","ESXi 9.1"," "
"Broadcom","BCM57508","Network","ESXi 9.1"," "
"Broadcom","BCM57502","Network","ESXi 9.1"," "
"Broadcom","BCM57508","Network","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","NetXtreme BCM5725 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","NetXtreme BCM5723 Gigabit Ethernet PCI Express","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","SAS 9500-8i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","Megaraid 9670-24i","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57504","Network","ESXi 9.1"," "
"Broadcom","BCM57454 NetXtreme-E Partition","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E Dual-port 100Gb Ethernet","Network","ESXi 9.1"," "
"Broadcom","SAS 9405W-16e","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","BCM57504","Network","ESXi 9.1"," "
"Broadcom","BCM57504","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","MegaRAID SAS 9460-16i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57407 NetXtreme-E 25Gb Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E-Series Dual-port 100Gb Ethernet PCIe Virtual Function","Network","ESXi 9.1"," "
"Broadcom","NetXtreme BCM5720 Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","MegaRAID SAS 9461-16i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","NetLink BCM5784M Gigabit Ethernet","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","MegaRAID 9660 -16i","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57404","Network","ESXi 9.1"," "
"Broadcom","eHBA 9600W-16e","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57414","Network","ESXi 9.1"," "
"Broadcom","Fusion-MPT 12G SAS/PCIe SAS39xx","SAS","ESXi 9.1"," "
"Broadcom","Megaraid 9562-8i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57504","Network","ESXi 9.1"," "
"Broadcom","BCM57312 NetXtreme-C 10Gb/25Gb RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 PCIe RDMA Partition","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","eHBA 9600-16i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57416 NetXtreme-E 10GBASE-T RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57314 NetXtreme-C 10Gb/25Gb/40Gb/50Gb RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme E-Series Quad-port 25Gb Ethernet LOM Ethernet Virtual Function","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E-Series Dual-port 100Gb Ethernet PCIe RDMA Partition","Network","ESXi 9.1"," "
"Broadcom","BCM57317 NetXtreme-C 10GBase-T RDMA Ethernet Controller","Network","ESXi 9.1","Restricted"
"Broadcom","MegaRAID 9670w-16i","SAS-RAID","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 1x400G PCIe Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","MegaRAID 9524-8i","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","SAS 9400-16e","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Dual-port 100Gb OCP 3.0 Ethernet Virtual Function","Network","ESXi 9.1"," "
"Broadcom","Fusion-MPT 12G SAS/PCIe SAS39xx","SAS","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","BCM57417 NetXtreme-E RDMA Partition","Network","ESXi 9.1","Restricted"
"Broadcom","BCM57504","Network","ESXi 9.1"," "
"Broadcom","BCM57416","Network","ESXi 9.1"," "
"Broadcom","BCM57412 NetXtreme-E RDMA Partition","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 PCIe Ethernet Adapter","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 2x100G PCIe Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","BCM5717","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E RDMA Virtual Function","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 OCP 3.0 Ethernet Partition","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 PCIe Ethernet Partition","Network","ESXi 9.1"," "
"Broadcom","SAS 9400-8e","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","BCM57402","Network","ESXi 9.1"," "
"Broadcom","BCM57414 NetXtreme-E RDMA Partition","Network","ESXi 9.1","Restricted"
"Broadcom","NetXtreme-E-Series Dual-port 100Gb Ethernet PCIe Partition","Network","ESXi 9.1"," "
"Broadcom","BCM57412","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E N2100DE BCM57508 2x100G QSFP56 OCP3.0 Ethernet Partition","Network","ESXi 9.1"," "
"Broadcom","Fusion-MPT 12G SAS/PCIe SAS38xx","SAS","ESXi 9.1"," "
"Broadcom","SAS3416 Fusion-MPT Tri-Mode I/O Controller Chip (IOC)","SAS","ESXi 9.1"," "
"Broadcom","Broadcom BCM57608 2x200G OCP Ethernet NIC","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Dual-port 100Gb OCP 3.0 Ethernet Partition","Network","ESXi 9.1"," "
"Broadcom","BCM57504","Network","ESXi 9.1"," "
"Broadcom","NetXtreme-E N2100DE BCM57508 2x100G QSFP56 OCP3.0 RDMA Partition","Network","ESXi 9.1"," "
"Broadcom","MegaRAID 9520-8i","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 PCIe RDMA Virtual Function","Network","ESXi 9.1"," "
"Broadcom","BCM57417","Network","ESXi 9.1"," "
"Broadcom","SAS 9500-16e","SAS/SATA-RAID","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 OCP 3.0 RDMA Virtual Function","Network","ESXi 9.1"," "
"Broadcom","SAS 9500-16i","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Broadcom","NetXtreme-E N425DE BCM57504 4x25G SFP28 OCP3.0 Ethernet Partition","Network","ESXi 9.1"," "
"Broadcom","NetXtreme E-Series Quad-port 25Gb SFP28 PCIe Ethernet Adapter","Network","ESXi 9.1"," "
"Cisco","Cisco(R) X710T2LG 2x10 GbE RJ45 PCIe NIC","Network","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5500 Series SSDPF2KX038T9K (3.84TB
 2.5" U.2
 PN: UCS-NVMEI4-I3840)","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC1467","Network","ESXi 9.1"," "
"Cisco","UCSX-NVMEM6-W6400","NVMe","ESXi 9.1"," "
"Cisco","UCSC-F-H16003","NVMe","ESXi 9.1"," "
"Cisco","UCSX-NVMEM6-W15300","NVMe","ESXi 9.1"," "
"Cisco","UCS-NVMEG4-M960-D","NVMe","ESXi 9.1"," "
"Cisco","UCSX-NVB6T4M2PM6","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P4610 Series SSDPE2KE016T8K (1.6 TB
 2.5" U.2
 PN: UCSC-NVME2H-I1600)","NVMe","ESXi 9.1"," "
"Cisco","UCS-S3260-NVM48","NVMe","ESXi 9.1"," "
"Cisco","UCS-S3260-NVMM76T","NVMe","ESXi 9.1"," "
"Cisco","VIC-1285","FCoE CNAs","ESXi 9.1","Restricted"
"Cisco","Cisco SSD DC P5600 Series SSDPF2KE032T9K (3.2TB
 2.5" U.2
 PN: UCS-NVMEI4-I3200)","NVMe","ESXi 9.1"," "
"Cisco","UCSB-F-H5607 (30-1554-01)","NVMe","ESXi 9.1"," "
"Cisco","UCSC-P-M5S100GF","Network","ESXi 9.1"," "
"Cisco","Ethernet Connection E823-L for SFP","Network","ESXi 9.1"," "
"Cisco","UCS-NVMEG4-M1920","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE064T10 (6.4TB
 2.5" U.2
 PN: UCS-NVB6T4O1P
 UCS-NVB6T4O1P)","NVMe","ESXi 9.1"," "
"Cisco","Cisco VIC Ethernet NIC Dynamic","Network","ESXi 9.1"," "
"Cisco","UCSC-P-M5D100GF","Network","ESXi 9.1"," "
"Cisco","UCSC-NVME-H64003","NVMe","ESXi 9.1"," "
"Cisco","VIC-1385","Network","ESXi 9.1","Restricted"
"Cisco","Cisco SSD DC P4500 Series SSDPE2KX020T7K (2.0 TB
 2.5" U.2
 PN: UCSB-NVMEHW-I2TBV)","NVMe","ESXi 9.1"," "
"Cisco","UCSC-F-I80010","NVMe","ESXi 9.1"," "
"Cisco","UCS-NVE115T3K2V9","NVMe","ESXi 9.1"," "
"Cisco","UCS-M2-NVRAID","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5520 Series SSDPF2KX076T10 (7.62TB
 2.5" U.2
 PN: UCS-NVB7T6O1V
 UCSX-NVB7T6O1V)","NVMe","ESXi 9.1"," "
"Cisco","UCSC-SAS9300-8E","SAS","ESXi 9.1"," "
"Cisco","UCS VIC 15427","FCoE CNAs","ESXi 9.1"," "
"Cisco","UCS-NVE17T6K2V9","NVMe","ESXi 9.1"," "
"Cisco","UCS-NVMEG4-M6400","NVMe","ESXi 9.1"," "
"Cisco","UCS-NVE13T8K1V","NVMe","ESXi 9.1"," "
"Cisco","Cisco 1GigE I350 LOM","Network","ESXi 9.1"," "
"Cisco","UCSB-NVMEM6-M7600","NVMe","ESXi 9.1"," "
"Cisco","UCSC-RAID-M6T","SAS/SATA-RAID","ESXi 9.1"," "
"Cisco","UCSX-NVB7T6M2V9","NVMe","ESXi 9.1"," "
"Cisco","Cisco(R) E810XXVDA2 2x25/10 GbE SFP28 PCIe NIC ","Network","ESXi 9.1"," "
"Cisco","UCSB-RAID12G-M6","SAS-RAID","ESXi 9.1"," "
"Cisco","UCSX-NVB15T3M2V ","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE064T10 (6.4TB
 2.5" U.2
 PN: UCS-NVB6T4O1P
 UCS-NVB6T4O1P)","NVMe","ESXi 9.1"," "
"Cisco","UCSC-NVMEHW-H1600","NVMe","ESXi 9.1"," "
"Cisco","Cisco-NVDA MCX755106AS-HEAT 2x200GbE QSFP112 Gen5 x16 PCIe NIC","Network","ESXi 9.1"," "
"Cisco","UCSX-NVB7T6M2VM6","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P4501 Series SSDPE7KX500G7K (500 GB
 2.5” U.2
 PN: HX-NVMELW-I500)","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC1340","Network","ESXi 9.1","Restricted"
"Cisco","UCS VIC1240","FCoE CNAs","ESXi 9.1","Restricted"
"Cisco","UCSC-F-I12003","NVMe","ESXi 9.1"," "
"Cisco","Cisco(R) Ethernet Converged NIC XL710-QDA2","Network","ESXi 9.1"," "
"Cisco","UCS-NVMEG4-M3200","NVMe","ESXi 9.1"," "
"Cisco","Cisco QLogic QLE2742 dual-port 32G FC HBA","FC","ESXi 9.1"," "
"Cisco","UCS-NVB3T2M2PM6 ","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC 15235","FCoE CNAs","ESXi 9.1"," "
"Cisco","UCSB-NVMEHW-H6400","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC1440","FCoE CNAs","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5520 Series SSDPF2KX038T10 (3.84TB
 2.5" U.2
 PN: UCS-NVB3T8O1V
 UCSX-NVB3T8O1V)","NVMe","ESXi 9.1"," "
"Cisco","Cisco(R) Ethernet Converged NIC X710-DA4","Network","ESXi 9.1"," "
"Cisco","VIC-1285","Network","ESXi 9.1","Restricted"
"Cisco","Cisco SSD DC P4501 Series SSDPE7KX040T7K (4.0 TB
 2.5” U.2
 PN: UCS-S3260-NVG240)","NVMe","ESXi 9.1"," "
"Cisco","Cisco(R) E810XXVDA4 4x25/10 GbE SFP28 PCIe NIC","Network","ESXi 9.1"," "
"Cisco","UCS VIC 15422","Network","ESXi 9.1"," "
"Cisco","UCS-NVMEG4-M1920D","NVMe","ESXi 9.1"," "
"Cisco","UCSX-NVMEG4-M6400","NVMe","ESXi 9.1"," "
"Cisco","Cisco Optane™ SSD DC P4800X Series SSDPE21K375GAW (375GB
 2.5” U.2
 PN:UCSB-NVMEXPB-I375)","NVMe","ESXi 9.1","Restricted"
"Cisco","UCS VIC 15237","Network","ESXi 9.1"," "
"Cisco","UCS VIC P81E","FCoE CNAs","ESXi 9.1"," "
"Cisco","Cisco SSD DC P4501 Series SSDPE7KX020T7K (2.0 TB
 2.5” U.2
 PN: UCS-S3260-NVG220)","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P4610 Series SSDPE2KE016T8K (1.6 TB
 2.5" U.2
 PN: UCSB-NVME2H-I1600)","NVMe","ESXi 9.1"," "
"Cisco","Cisco Optane™ SSD DC P4800X Series SSDPE21K375GAW (375GB
 2.5” U.2
 PN:UCSC-NVMEXPB-I375)","NVMe","ESXi 9.1","Restricted"
"Cisco","UCSX-NVB6T4M2P ","NVMe","ESXi 9.1"," "
"Cisco","UCSC-9400-8E","SAS","ESXi 9.1"," "
"Cisco","UCSX-NVMEG4M1920D","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE064T10 (6.4TB
 2.5" U.2
 PN: UCSX-NVME4-6400)","NVMe","ESXi 9.1"," "
"Cisco","MTFDLCE3T8THA-1BK1DFCYY","NVMe","ESXi 9.1"," "
"Cisco","Cisco-NVDA MCX623436AC-CDAB CX6Dx 2x100G QSFP56 x16 OCP NIC","Network","ESXi 9.1"," "
"Cisco","UCSX-NVB1T9M2V9 ","NVMe","ESXi 9.1"," "
"Cisco","UCSC-SAS-M6HD","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Cisco","UCSX-NVMEM6-W7680","NVMe","ESXi 9.1"," "
"Cisco","UCSC-RAID-HP","SAS-SATA-NVME Tri-mode RAID","ESXi 9.1"," "
"Cisco","Cisco SSD DC P4510 Series SSDPE2KX040T8K (4.0 TB
 2.5" U.2
 PN: UCSC-NVME2H-I4000)","NVMe","ESXi 9.1"," "
"Cisco","Cisco Optane™ SSD DC P5800X Series SSDPF21Q400GBK (400GB 2.5” U.2
 PN:UCS-NVMEXP-I400)","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE16T10 (1.6TB
 2.5" U.2
 PN: UCS-NVB1T6O1P
 UCSX-NVB1T6O1P)","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5520 Series SSDPF2KX076T10 (7.62TB
 2.5" U.2
 PN: UCS-NVB7T6O1V
 UCSX-NVB7T6O1V)","NVMe","ESXi 9.1"," "
"Cisco","UCS-NVMEG4-M6400D","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC 15238","FCoE CNAs","ESXi 9.1"," "
"Cisco","UCSC-9400-8I","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Cisco","UCSB-F-H32003 (30-1555-02)","NVMe","ESXi 9.1"," "
"Cisco","MTFDLCE3T8THA-1BK1JABYY","NVMe","ESXi 9.1"," "
"Cisco","UCSX-NVB3T8M2V9 ","NVMe","ESXi 9.1"," "
"Cisco","VIC-1227","FCoE CNAs","ESXi 9.1","Restricted"
"Cisco","Cisco QLogic QLE2872 2x32G FC Gen 7 Enhanced PCIe HBA","FC","ESXi 9.1"," "
"Cisco","UCSC-SAS12GHBA","SAS","ESXi 9.1"," "
"Cisco","Ethernet Connection E823-L 1GbE","Network","ESXi 9.1"," "
"Cisco","UCSX-NVB7T6M2V","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE32T10 (3.2TB
 2.5" U.2
 PN: UCS-NVME4-3200
 UCSX-NVME4-3200)","NVMe","ESXi 9.1"," "
"Cisco","UCSX-NVMEM6-W3200","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC1455","FCoE CNAs","ESXi 9.1"," "
"Cisco","LSI MegaRAID SAS 3008 ROMB","SAS-RAID","ESXi 9.1"," "
"Cisco","UCSX-NVMEG4M7680D","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC1477","FCoE CNAs","ESXi 9.1"," "
"Cisco","UCSX-NVB1T6M2P ","NVMe","ESXi 9.1"," "
"Cisco","UCSB-MRAID12G","SAS-RAID","ESXi 9.1"," "
"Cisco","UCSC C3260 SIOC","Network","ESXi 9.1"," "
"Cisco","Cisco-MLNX MCX623106AC-CDAT 2x100GbE QSFP56 PCIe NIC","Network","ESXi 9.1"," "
"Cisco","MTFDLCE15T3THA-1BK1JABYY","NVMe","ESXi 9.1"," "
"Cisco","UCSX-NVMEG4M3840D","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE128T1O (12.8TB
 2.5" U.2
 PN: UCS-NVB12T8O1P
 UCSX-NVB12T8O1P)","NVMe","ESXi 9.1"," "
"Cisco","Cisco X550-TX 10 Gig LOM","Network","ESXi 9.1"," "
"Cisco","Cisco 12G SAS Modular Raid Controller for C460","SAS-RAID","ESXi 9.1"," "
"Cisco","UCSC-RAID-M5","SAS/SATA-RAID","ESXi 9.1"," "
"Cisco","UCS-PCI25-16003","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC 15238","Network","ESXi 9.1"," "
"Cisco","3.84TB E3.S1T PM1743 HgPerf MedEnd Gen5 1X NVMe (TCG OPAL)","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC 15411","FCoE CNAs","ESXi 9.1"," "
"Cisco","7.68TB E3.S1T PM1743 HgPerf MedEnd Gen5 1X NVMe (TCG OPAL)","NVMe","ESXi 9.1"," "
"Cisco","UCS-NVB1T9M2VM6","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC1455","Network","ESXi 9.1"," "
"Cisco","UCSX-NVB3T8M2VM6","NVMe","ESXi 9.1"," "
"Cisco","VIC M81KR","Network","ESXi 9.1"," "
"Cisco","UCS-S3260-DHBA","SAS","ESXi 9.1"," "
"Cisco","UCS-PCI25-80010","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5520 Series SSDPF2KX076T1O (7.62TB
 2.5" U.2
 PN: UCS-NVME4-7680
 UCSX-NVME4-7680)","NVMe","ESXi 9.1"," "
"Cisco","UCSB-NVMEHW-H1600","NVMe","ESXi 9.1"," "
"Cisco","UCSC-NVMEHW-H800","NVMe","ESXi 9.1"," "
"Cisco","UCS VIC 15420","Network","ESXi 9.1"," "
"Cisco","Cisco UCS VIC Fnic Controller","FCoE CNAs","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5520 Series SSDPF2KX038T10 (3.84TB
 2.5" U.2
 PN: UCS-NVB3T8O1V
 UCSX-NVB3T8O1V)","NVMe","ESXi 9.1"," "
"Cisco","Cisco SSD DC P5620 Series SSDPF2KE16T10 (1.6TB
 2.5" U.2
 PN: UCS-NVB1T6O1P
 UCSX-NVB1T6O1P)","NVMe","ESXi 9.1"," "
"Cisco","MTFDLCE15T3THA-1BK1DFCYY","NVMe","ESXi 9.1"," "
"Cisco","UCSB-MRAID12G-HE","SAS-RAID","ESXi 9.1"," "
"Cisco","UCSX-NVB1T6M2PM6","NVMe","ESXi 9.1"," "
"Cisco","Cisco 12G SAS Modular Raid Controller","SAS-RAID","ESXi 9.1"," "
"Cisco","UCSC-9500-8E","SAS-SATA-NVME Tri-mode","ESXi 9.1"," "
"Cisco","Cisco RAID controller for UCS C3X60 Storage Servers","SAS-RAID","ESXi 9.1"," "
"Cisco","Cisco(R) E810CQDA2 2x100 GbE QSFP28 PCIe NIC","Network","ESXi 9.1"," "
"Cisco","UCSB-F-H32003 (30-1555-01)","NVMe","ESXi 9.1"," "
